verbatimScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,stateProvince,week
Hirundo rustica,16.0,4.601459,-71.58104,2021-03-26,26,3,2021,Meta,12
Cardellina canadensis,1.0,4.240832,-73.623886,2021-02-02,2,2,2021,Meta,5
Vireo flavoviridis,2.0,1.027444,-76.34289,2021-04-04,4,4,2021,Cauca,14
Hirundo rustica,20.0,11.438846,-73.07985,2021-04-27,27,4,2021,La Guajira,17
Vireo flavoviridis,1.0,4.664182,-74.11713,2021-11-01,1,11,2021,Distrito Capital de Bogotá,44
Cardellina canadensis,2.0,5.069488,-75.44134,2021-01-23,23,1,2021,Caldas,3
Cardellina canadensis,1.0,6.126649,-75.60078,2021-01-28,28,1,2021,Antioquia,4
Cardellina canadensis,2.0,3.888061,-76.6017,2021-04-15,15,4,2021,Valle del Cauca,15
Cardellina canadensis,2.0,5.296987,-75.055115,2021-03-31,31,3,2021,Caldas,13
Hirundo rustica,20.0,3.801959,-73.78708,2021-03-21,21,3,2021,Meta,12
Cardellina canadensis,1.0,4.477985,-75.164055,2021-02-27,27,2,2021,Tolima,8
Cardellina canadensis,3.0,4.636612,-75.5623,2021-03-24,24,3,2021,Quindío,12
Hirundo rustica,2.0,5.441033,-70.89115,2021-03-15,15,3,2021,Casanare,11
Cardellina canadensis,1.0,3.5738,-76.6198,2021-02-24,24,2,2021,Valle del Cauca,8
Hirundo rustica,4.0,3.424211,-73.88225,2021-04-19,19,4,2021,Meta,16
Cardellina canadensis,2.0,2.151859,-75.55186,2021-10-11,11,10,2021,Huila,41
Cardellina canadensis,3.0,8.006196,-76.07603,2021-02-28,28,2,2021,Córdoba,9
Hirundo rustica,10.0,3.910513,-76.48839,2021-01-24,24,1,2021,Valle del Cauca,4
Cardellina canadensis,1.0,3.545645,-76.566475,2021-04-13,13,4,2021,Valle del Cauca,15
Cardellina canadensis,3.0,5.308226,-75.78655,2021-01-11,11,1,2021,Risaralda,2
Hirundo rustica,1.0,4.647505,-74.0507,2021-09-21,21,9,2021,Distrito Capital de Bogotá,38
Cardellina canadensis,1.0,3.528089,-76.61703,2021-01-17,17,1,2021,Valle del Cauca,3
Cardellina canadensis,2.0,6.978024,-73.4479,2021-01-15,15,1,2021,Santander,2
Cardellina canadensis,4.0,6.978024,-73.4479,2021-01-29,29,1,2021,Santander,4
Cardellina canadensis,1.0,4.728358,-75.57701,2021-02-23,23,2,2021,Risaralda,8
Cardellina canadensis,2.0,8.00601,-76.0774,2021-03-02,2,3,2021,Córdoba,9
Cardellina canadensis,2.0,3.888061,-76.6017,2021-01-21,21,1,2021,Valle del Cauca,3
Cardellina canadensis,1.0,5.116583,-74.94235,2021-04-02,2,4,2021,Tolima,13
Cardellina canadensis,1.0,5.239052,-76.08931,2021-01-14,14,1,2021,Risaralda,2
Hirundo rustica,22.0,6.112867,-70.92738,2021-03-18,18,3,2021,Casanare,11
Cardellina canadensis,2.0,2.424693,-76.56414,2021-01-30,30,1,2021,Cauca,4
Hirundo rustica,12.0,3.233508,-76.532455,2021-09-11,11,9,2021,Valle del Cauca,36
Cardellina canadensis,2.0,5.066104,-75.48426,2021-03-07,7,3,2021,Caldas,10
Cardellina canadensis,1.0,4.703896,-73.364334,2021-03-20,20,3,2021,Cundinamarca,11
Cardellina canadensis,1.0,6.978024,-73.4479,2021-02-19,19,2,2021,Santander,7
Hirundo rustica,5.0,4.402154,-75.13849,2021-03-02,2,3,2021,Tolima,9
Cardellina canadensis,2.0,5.026326,-74.328316,2021-11-06,6,11,2021,Cundinamarca,44
Hirundo rustica,1.0,10.570019,-75.44917,2021-05-15,15,5,2021,Bolívar,19
Hirundo rustica,4.0,3.881371,-76.3509,2021-02-20,20,2,2021,Valle del Cauca,7
Cardellina canadensis,1.0,4.394176,-75.45917,2021-01-25,25,1,2021,Tolima,4
Hirundo rustica,117.0,4.402154,-75.13849,2021-03-25,25,3,2021,Tolima,12
Cardellina canadensis,1.0,4.59545,-74.34113,2021-03-07,7,3,2021,Cundinamarca,10
Cardellina canadensis,3.0,6.978024,-73.4479,2021-01-29,29,1,2021,Santander,4
Cardellina canadensis,1.0,5.132107,-75.557304,2021-02-07,7,2,2021,Caldas,6
Hirundo rustica,3.0,8.474671,-75.27957,2021-02-05,5,2,2021,Córdoba,5
Cardellina canadensis,1.0,4.985663,-75.54363,2021-01-06,6,1,2021,Caldas,1
Cardellina canadensis,1.0,5.949829,-74.86195,2021-10-03,3,10,2021,Antioquia,40
Cardellina canadensis,1.0,4.924173,-76.18894,2021-01-12,12,1,2021,Chocó,2
Vireo flavoviridis,1.0,4.578953,-75.32526,2021-02-27,27,2,2021,Tolima,8
Cardellina canadensis,1.0,4.621033,-75.112175,2021-03-14,14,3,2021,Tolima,11
Hirundo rustica,5.0,6.112867,-70.92738,2021-03-18,18,3,2021,Casanare,11
Cardellina canadensis,1.0,4.554642,-75.322395,2021-01-20,20,1,2021,Tolima,3
Cardellina canadensis,1.0,3.534716,-76.75345,2021-01-17,17,1,2021,Valle del Cauca,3
Hirundo rustica,4.0,6.10919,-77.423744,2021-03-20,20,3,2021,Chocó,11
Cardellina canadensis,1.0,6.004783,-75.8981,2021-02-28,28,2,2021,Antioquia,9
Hirundo rustica,6.0,5.910074,-76.14758,2021-04-14,14,4,2021,Chocó,15
Hirundo rustica,3.0,5.373334,-70.70695,2021-02-23,23,2,2021,Casanare,8
Cardellina canadensis,2.0,4.59545,-74.34113,2021-01-11,11,1,2021,Cundinamarca,2
Hirundo rustica,22.0,4.402154,-75.13849,2021-03-23,23,3,2021,Tolima,12
Cardellina canadensis,1.0,5.61086,-75.83667,2021-03-23,23,3,2021,Antioquia,12
Cardellina canadensis,2.0,2.424693,-76.56414,2021-01-30,30,1,2021,Cauca,4
Cardellina canadensis,1.0,3.548972,-76.63003,2021-02-13,13,2,2021,Valle del Cauca,6
Cardellina canadensis,3.0,4.932005,-75.07567,2021-03-21,21,3,2021,Tolima,12
Hirundo rustica,10.0,6.29664,-75.41782,2021-05-08,8,5,2021,Antioquia,18
Hirundo rustica,10.0,4.757888,-75.92774,2021-01-24,24,1,2021,Valle del Cauca,4
Hirundo rustica,11.0,6.231949,-75.51641,2021-10-09,9,10,2021,Antioquia,40
Hirundo rustica,2.0,6.197242,-75.55316,2021-05-08,8,5,2021,Antioquia,18
Cardellina canadensis,1.0,3.421667,-76.65056,2021-02-25,25,2,2021,Valle del Cauca,8
Hirundo rustica,2.0,10.983307,-74.7223,2021-05-10,10,5,2021,Magdalena,19
Cardellina canadensis,2.0,3.881944,-76.562416,2021-02-20,20,2,2021,Valle del Cauca,7
Cardellina canadensis,1.0,5.0675,-75.52889,2021-02-06,6,2,2021,Caldas,5
Cardellina canadensis,2.0,5.326629,-74.91964,2021-02-11,11,2,2021,Caldas,6
Cardellina canadensis,1.0,1.376935,-76.513145,2021-02-23,23,2,2021,Cauca,8
Hirundo rustica,2.0,4.07526,-72.17663,2021-03-19,19,3,2021,Meta,11
Vireo flavoviridis,1.0,10.631234,-75.1782,2021-04-30,30,4,2021,Atlántico,17
Cardellina canadensis,1.0,5.0275,-75.47583,2021-03-06,6,3,2021,Caldas,9
Hirundo rustica,5.0,5.879954,-76.1491,2021-02-04,4,2,2021,Chocó,5
Cardellina canadensis,1.0,6.549897,-73.12991,2021-03-16,16,3,2021,Santander,11
Cardellina canadensis,1.0,4.876429,-75.02052,2021-01-04,4,1,2021,Tolima,1
Hirundo rustica,3.0,4.402154,-75.13849,2021-03-24,24,3,2021,Tolima,12
Hirundo rustica,20.0,2.828863,-72.08146,2021-03-27,27,3,2021,Meta,12
Cardellina canadensis,2.0,4.702059,-75.53586,2021-01-12,12,1,2021,Risaralda,2
Cardellina canadensis,4.0,5.065225,-75.47121,2021-02-21,21,2,2021,Caldas,8
Cardellina canadensis,1.0,8.006187,-76.0761,2021-02-27,27,2,2021,Córdoba,8
Hirundo rustica,4.0,4.607163,-75.81702,2021-01-19,19,1,2021,Quindío,3
Hirundo rustica,15.0,5.152482,-75.689255,2021-03-18,18,3,2021,Caldas,11
Cardellina canadensis,1.0,5.006602,-75.42621,2021-03-23,23,3,2021,Caldas,12
Cardellina canadensis,1.0,1.2024,-76.73362,2021-01-24,24,1,2021,Putumayo,4
Hirundo rustica,2.0,5.887518,-74.61619,2021-02-13,13,2,2021,Antioquia,6
Cardellina canadensis,1.0,4.761416,-74.1027,2021-03-20,20,3,2021,Distrito Capital de Bogotá,11
Cardellina canadensis,1.0,4.628099,-75.593445,2021-03-14,14,3,2021,Quindío,11
Cardellina canadensis,1.0,6.03385,-75.92948,2021-03-14,14,3,2021,Antioquia,11
Cardellina canadensis,1.0,4.487688,-75.19526,2021-04-11,11,4,2021,Tolima,15
Vireo flavoviridis,1.0,1.08586,-76.657166,2021-04-03,3,4,2021,Putumayo,13
Cardellina canadensis,1.0,3.796663,-73.855545,2021-02-14,14,2,2021,Meta,7
Cardellina canadensis,1.0,3.317866,-76.60197,2021-03-11,11,3,2021,Valle del Cauca,10
Hirundo rustica,50.0,4.402154,-75.13849,2021-04-05,5,4,2021,Tolima,14
Hirundo rustica,10.0,3.535632,-73.73731,2021-01-30,30,1,2021,Meta,4
Cardellina canadensis,2.0,8.00601,-76.0774,2021-03-02,2,3,2021,Córdoba,9
Hirundo rustica,20.0,3.574117,-73.688675,2021-01-22,22,1,2021,Meta,3
Cardellina canadensis,1.0,2.407673,-75.76257,2021-01-06,6,1,2021,Huila,1
Cardellina canadensis,0.0,5.04198,-74.242035,2021-01-21,21,1,2021,Cundinamarca,3
Cardellina canadensis,1.0,3.888061,-76.6017,2021-03-13,13,3,2021,Valle del Cauca,10
Vireo flavoviridis,2.0,4.285024,-73.5077,2021-04-25,25,4,2021,Meta,17
Hirundo rustica,3.0,8.127826,-75.97437,2021-04-02,2,4,2021,Córdoba,13
Hirundo rustica,4.0,5.339923,-74.73494,2021-03-21,21,3,2021,Caldas,12
Cardellina canadensis,2.0,3.532399,-76.612206,2021-02-26,26,2,2021,Valle del Cauca,8
Cardellina canadensis,1.0,5.610004,-75.81811,2021-03-08,8,3,2021,Antioquia,10
Hirundo rustica,15.0,4.402154,-75.13849,2021-03-19,19,3,2021,Tolima,11
Hirundo rustica,5.0,9.369833,-75.86034,2021-03-14,14,3,2021,Córdoba,11
Cardellina canadensis,1.0,4.882734,-73.24305,2021-02-04,4,2,2021,Boyacá,5
Cardellina canadensis,1.0,4.349459,-75.6884,2021-02-20,20,2,2021,Quindío,7
Hirundo rustica,6.0,8.515685,-76.80505,2021-02-26,26,2,2021,Antioquia,8
Cardellina canadensis,1.0,1.867079,-75.94775,2021-01-24,24,1,2021,Huila,4
Cardellina canadensis,1.0,1.883849,-76.29592,2021-03-20,20,3,2021,Huila,11
Cardellina canadensis,2.0,1.818227,-75.6666,2021-03-21,21,3,2021,Caquetá,12
Cardellina canadensis,1.0,4.208609,-75.741875,2021-02-14,14,2,2021,Quindío,7
Cardellina canadensis,2.0,3.891526,-76.607155,2021-02-26,26,2,2021,Valle del Cauca,8
Hirundo rustica,67.0,4.392916,-75.02797,2021-03-14,14,3,2021,Tolima,11
Cardellina canadensis,1.0,4.548421,-75.658714,2021-01-22,22,1,2021,Quindío,3
Cardellina canadensis,1.0,5.599938,-75.85688,2021-02-24,24,2,2021,Antioquia,8
Cardellina canadensis,1.0,1.203773,-76.71296,2021-02-10,10,2,2021,Putumayo,6
Cardellina canadensis,1.0,3.87943,-76.56044,2021-02-20,20,2,2021,Valle del Cauca,7
Vireo flavoviridis,1.0,4.658577,-74.09362,2021-05-09,9,5,2021,Distrito Capital de Bogotá,19
Hirundo rustica,10.0,6.112867,-70.92738,2021-02-17,17,2,2021,Casanare,7
Cardellina canadensis,0.0,5.026326,-74.328316,2021-01-30,30,1,2021,Cundinamarca,4
Cardellina canadensis,1.0,6.978024,-73.4479,2021-03-05,5,3,2021,Santander,9
Cardellina canadensis,1.0,6.26504,-75.58126,2021-01-13,13,1,2021,Antioquia,2
Hirundo rustica,110.0,5.86683,-71.23021,2021-02-26,26,2,2021,Casanare,8
Cardellina canadensis,1.0,5.610004,-75.81811,2021-03-08,8,3,2021,Antioquia,10
Cardellina canadensis,3.0,2.424693,-76.56414,2021-03-05,5,3,2021,Cauca,9
Cardellina canadensis,1.0,4.469355,-75.21046,2021-02-06,6,2,2021,Tolima,5
Cardellina canadensis,1.0,3.881944,-76.562416,2021-02-20,20,2,2021,Valle del Cauca,7
Cardellina canadensis,1.0,3.534716,-76.75345,2021-01-14,14,1,2021,Valle del Cauca,2
Cardellina canadensis,1.0,4.606487,-74.30552,2021-01-26,26,1,2021,Cundinamarca,4
Hirundo rustica,15.0,4.402154,-75.13849,2021-02-21,21,2,2021,Tolima,8
Hirundo rustica,50.0,3.577865,-73.47874,2021-03-10,10,3,2021,Meta,10
Vireo flavoviridis,2.0,5.306731,-74.921585,2021-04-01,1,4,2021,Tolima,13
Hirundo rustica,17.0,6.012357,-71.36048,2021-03-06,6,3,2021,Casanare,9
Cardellina canadensis,1.0,4.737962,-76.21088,2021-01-15,15,1,2021,Valle del Cauca,2
Cardellina canadensis,1.0,1.876899,-76.05237,2021-01-14,14,1,2021,Huila,2
Cardellina canadensis,2.0,4.895938,-74.44998,2021-01-19,19,1,2021,Cundinamarca,3
Cardellina canadensis,4.0,5.066063,-75.53167,2021-03-02,2,3,2021,Caldas,9
Cardellina canadensis,1.0,0.648244,-77.06748,2021-01-14,14,1,2021,Putumayo,2
Cardellina canadensis,2.0,5.063631,-75.531715,2021-01-16,16,1,2021,Caldas,2
Hirundo rustica,5.0,3.881371,-76.3509,2021-01-31,31,1,2021,Valle del Cauca,5
Cardellina canadensis,1.0,5.616496,-75.83951,2021-02-17,17,2,2021,Antioquia,7
Cardellina canadensis,1.0,1.203773,-76.71296,2021-02-10,10,2,2021,Putumayo,6
Cardellina canadensis,4.0,6.978024,-73.4479,2021-02-19,19,2,2021,Santander,7
Cardellina canadensis,0.0,5.04198,-74.242035,2021-02-14,14,2,2021,Cundinamarca,7
Vireo flavoviridis,1.0,0.461145,-76.47708,2021-02-16,16,2,2021,Putumayo,7
Cardellina canadensis,1.0,4.361437,-74.478004,2021-01-30,30,1,2021,Cundinamarca,4
Hirundo rustica,6.0,5.863676,-71.41901,2021-03-01,1,3,2021,Casanare,9
Cardellina canadensis,3.0,4.728358,-75.57701,2021-03-07,7,3,2021,Risaralda,10
Cardellina canadensis,3.0,1.856717,-76.22914,2021-01-06,6,1,2021,Huila,1
Hirundo rustica,4.0,4.402154,-75.13849,2021-03-30,30,3,2021,Tolima,13
Hirundo rustica,3.0,9.127507,-75.40362,2021-03-04,4,3,2021,Córdoba,9
Cardellina canadensis,1.0,5.191964,-74.26319,2021-02-14,14,2,2021,Cundinamarca,7
Cardellina canadensis,1.0,8.005818,-76.07563,2021-02-23,23,2,2021,Córdoba,8
Hirundo rustica,4.0,4.572134,-74.14164,2021-03-25,25,3,2021,Distrito Capital de Bogotá,12
Cardellina canadensis,2.0,4.187503,-73.655525,2021-02-22,22,2,2021,Meta,8
Cardellina canadensis,2.0,5.330149,-74.92023,2021-01-18,18,1,2021,Caldas,3
Cardellina canadensis,3.0,3.5738,-76.6198,2021-04-11,11,4,2021,Valle del Cauca,15
Hirundo rustica,0.0,3.572095,-73.65324,2021-04-01,1,4,2021,Meta,13
Hirundo rustica,6.0,5.620231,-71.94071,2021-02-25,25,2,2021,Casanare,8
Hirundo rustica,2.0,7.046197,-70.726295,2021-03-16,16,3,2021,Arauca,11
Cardellina canadensis,2.0,3.53493,-76.75348,2021-02-09,9,2,2021,Valle del Cauca,6
Cardellina canadensis,4.0,5.066063,-75.53167,2021-03-02,2,3,2021,Caldas,9
Cardellina canadensis,1.0,4.47994,-73.87844,2021-03-15,15,3,2021,Cundinamarca,11
Cardellina canadensis,1.0,4.328957,-74.4976,2021-03-03,3,3,2021,Cundinamarca,9
Hirundo rustica,34.0,4.402154,-75.13849,2021-03-26,26,3,2021,Tolima,12
Hirundo rustica,4.0,5.916911,-74.64028,2021-01-18,18,1,2021,Antioquia,3
Cardellina canadensis,1.0,6.035716,-75.92952,2021-03-14,14,3,2021,Antioquia,11
Cardellina canadensis,2.0,3.534716,-76.75345,2021-03-19,19,3,2021,Valle del Cauca,11
Cardellina canadensis,1.0,3.619505,-76.58995,2021-01-01,1,1,2021,Valle del Cauca,0
Cardellina canadensis,2.0,3.927162,-75.44442,2021-04-03,3,4,2021,Tolima,13
Hirundo rustica,9.0,5.341432,-74.71033,2021-03-01,1,3,2021,Caldas,9
Cardellina canadensis,1.0,4.951709,-75.49919,2021-03-03,3,3,2021,Caldas,9
Cardellina canadensis,1.0,4.465956,-75.2297,2021-03-03,3,3,2021,Tolima,9
Cardellina canadensis,1.0,4.936976,-75.46508,2021-01-20,20,1,2021,Caldas,3
Hirundo rustica,4.0,4.402154,-75.13849,2021-03-03,3,3,2021,Tolima,9
Cardellina canadensis,2.0,4.687097,-75.674934,2021-03-11,11,3,2021,Quindío,10
Hirundo rustica,2.0,1.270834,-70.215576,2021-02-02,2,2,2021,Vaupés,5
Cardellina canadensis,2.0,4.26239,-73.80045,2021-02-06,6,2,2021,Cundinamarca,5
Cardellina canadensis,1.0,5.767602,-76.150734,2021-02-11,11,2,2021,Chocó,6
Hirundo rustica,1.0,8.439869,-75.74979,2021-02-20,20,2,2021,Córdoba,7
Hirundo rustica,1.0,3.233508,-76.532455,2021-01-07,7,1,2021,Valle del Cauca,1
Cardellina canadensis,1.0,4.725504,-75.57157,2021-01-06,6,1,2021,Risaralda,1
Cardellina canadensis,1.0,3.421667,-76.65056,2021-02-25,25,2,2021,Valle del Cauca,8
Hirundo rustica,400.0,2.590091,-75.472885,2021-04-30,30,4,2021,Huila,17
Cardellina canadensis,1.0,3.548972,-76.63003,2021-02-12,12,2,2021,Valle del Cauca,6
Hirundo rustica,18.0,5.86683,-71.23021,2021-02-23,23,2,2021,Casanare,8
Cardellina canadensis,1.0,5.140024,-74.196144,2021-01-11,11,1,2021,Cundinamarca,2
Cardellina canadensis,1.0,1.2024,-76.73362,2021-01-24,24,1,2021,Putumayo,4
Cardellina canadensis,2.0,4.623321,-75.585594,2021-02-25,25,2,2021,Quindío,8
Cardellina canadensis,1.0,6.988775,-75.120224,2021-02-11,11,2,2021,Antioquia,6
Cardellina canadensis,1.0,3.888061,-76.6017,2021-01-08,8,1,2021,Valle del Cauca,1
Cardellina canadensis,2.0,3.86873,-76.4311,2021-02-05,5,2,2021,Valle del Cauca,5
Hirundo rustica,2.0,0.428144,-76.34009,2021-05-02,2,5,2021,Putumayo,18
Cardellina canadensis,3.0,4.932284,-75.02764,2021-04-09,9,4,2021,Tolima,14
Cardellina canadensis,1.0,5.026326,-74.328316,2021-01-15,15,1,2021,Cundinamarca,2
Cardellina canadensis,3.0,4.338409,-74.49891,2021-03-02,2,3,2021,Cundinamarca,9
Cardellina canadensis,1.0,8.006187,-76.0761,2021-03-01,1,3,2021,Córdoba,9
Cardellina canadensis,1.0,4.825314,-75.67246,2021-04-08,8,4,2021,Risaralda,14
Hirundo rustica,1.0,6.112867,-70.92738,2021-02-17,17,2,2021,Casanare,7
Hirundo rustica,8.0,5.441033,-70.89115,2021-03-15,15,3,2021,Casanare,11
Cardellina canadensis,1.0,5.373603,-75.890816,2021-04-03,3,4,2021,Risaralda,13
Hirundo rustica,6.0,6.112867,-70.92738,2021-02-17,17,2,2021,Casanare,7
Cardellina canadensis,2.0,4.623321,-75.585594,2021-03-26,26,3,2021,Quindío,12
Cardellina canadensis,4.0,4.630794,-75.58375,2021-03-18,18,3,2021,Quindío,11
Cardellina canadensis,1.0,3.881944,-76.562416,2021-01-04,4,1,2021,Valle del Cauca,1
Hirundo rustica,1.0,7.922865,-75.54789,2021-01-02,2,1,2021,Córdoba,0
Hirundo rustica,1.0,4.250055,-73.55439,2021-02-24,24,2,2021,Meta,8
Cardellina canadensis,1.0,3.528089,-76.61703,2021-02-11,11,2,2021,Valle del Cauca,6
Cardellina canadensis,1.0,1.852136,-75.66614,2021-01-23,23,1,2021,Caquetá,3
Cardellina canadensis,1.0,5.033133,-75.57082,2021-01-02,2,1,2021,Caldas,0
Hirundo rustica,28.0,12.489422,-81.723885,2021-04-18,18,4,2021,San Andrés Providencia y Santa Catalina,16
Cardellina canadensis,1.0,6.988775,-75.120224,2021-02-05,5,2,2021,Antioquia,5
Cardellina canadensis,1.0,4.59545,-74.34113,2021-01-07,7,1,2021,Cundinamarca,1
Cardellina canadensis,2.0,3.94121,-75.52809,2021-01-10,10,1,2021,Tolima,2
Cardellina canadensis,1.0,4.554642,-75.322395,2021-02-26,26,2,2021,Tolima,8
Hirundo rustica,4.0,10.334245,-75.38325,2021-04-18,18,4,2021,Bolívar,16
Cardellina canadensis,1.0,3.530235,-76.61285,2021-02-17,17,2,2021,Valle del Cauca,7
Cardellina canadensis,1.0,3.534716,-76.75345,2021-03-05,5,3,2021,Valle del Cauca,9
Cardellina canadensis,1.0,4.59545,-74.34113,2021-03-31,31,3,2021,Cundinamarca,13
Hirundo rustica,1.0,5.579502,-75.85762,2021-02-23,23,2,2021,Antioquia,8
Cardellina canadensis,1.0,6.005533,-75896.0,2021-02-01,1,2,2021,Antioquia,5
Hirundo rustica,130.0,5.86683,-71.23021,2021-02-23,23,2,2021,Casanare,8
Cardellina canadensis,2.0,1.914254,-76.29499,2021-03-18,18,3,2021,Huila,11
Hirundo rustica,4.0,6.911029,-71.94837,2021-02-01,1,2,2021,Arauca,5
Cardellina canadensis,1.0,6.005533,-75896.0,2021-02-06,6,2,2021,Antioquia,5
Cardellina canadensis,1.0,4.4153,-75.445755,2021-01-08,8,1,2021,Tolima,1
Cardellina canadensis,3.0,6.26504,-75.58126,2021-04-20,20,4,2021,Antioquia,16
Cardellina canadensis,2.0,3.811929,-73.89434,2021-01-11,11,1,2021,Meta,2
Cardellina canadensis,1.0,3.864087,-75.488846,2021-01-31,31,1,2021,Tolima,5
Cardellina canadensis,1.0,5.010061,-74.298096,2021-02-08,8,2,2021,Cundinamarca,6
Cardellina canadensis,1.0,6.978024,-73.4479,2021-01-15,15,1,2021,Santander,2
Cardellina canadensis,1.0,6.866674,-75.14667,2021-03-30,30,3,2021,Antioquia,13
Cardellina canadensis,2.0,4.735189,-75.561646,2021-03-22,22,3,2021,Risaralda,12
Cardellina canadensis,1.0,1.68979,-76.570335,2021-04-03,3,4,2021,Cauca,13
Cardellina canadensis,1.0,4.357082,-74.45474,2021-01-11,11,1,2021,Cundinamarca,2
Cardellina canadensis,1.0,4.890628,-75.7217,2021-01-07,7,1,2021,Risaralda,1
Cardellina canadensis,1.0,4.703896,-73.364334,2021-03-20,20,3,2021,Cundinamarca,11
Cardellina canadensis,1.0,1.203773,-76.71296,2021-02-10,10,2,2021,Putumayo,6
Cardellina canadensis,1.0,3.534716,-76.75345,2021-02-24,24,2,2021,Valle del Cauca,8
Cardellina canadensis,1.0,3.330906,-76.635544,2021-03-14,14,3,2021,Valle del Cauca,11
Cardellina canadensis,1.0,5.071944,-75.52556,2021-02-05,5,2,2021,Caldas,5
Cardellina canadensis,1.0,4.728358,-75.57701,2021-03-21,21,3,2021,Risaralda,12
Cardellina canadensis,1.0,3.53471,-76.75358,2021-02-26,26,2,2021,Valle del Cauca,8
Cardellina canadensis,2.0,8.47557,-73.47257,2021-01-26,26,1,2021,Norte de Santander,4
Cardellina canadensis,1.0,4.554642,-75.322395,2021-03-16,16,3,2021,Tolima,11
Cardellina canadensis,2.0,5.380706,-75.88825,2021-01-13,13,1,2021,Risaralda,2
Cardellina canadensis,1.0,0.648244,-77.06748,2021-03-17,17,3,2021,Putumayo,11
Hirundo rustica,4.0,4.402154,-75.13849,2021-04-14,14,4,2021,Tolima,15
Hirundo rustica,3.0,5.317167,-71.788704,2021-02-21,21,2,2021,Casanare,8
Hirundo rustica,15.0,3.530031,-73.74081,2021-01-30,30,1,2021,Meta,4
Cardellina canadensis,1.0,5.616496,-75.83951,2021-02-17,17,2,2021,Antioquia,7
Cardellina canadensis,1.0,1.883849,-76.29592,2021-03-20,20,3,2021,Huila,11
Cardellina canadensis,1.0,5.590372,-75.86441,2021-03-15,15,3,2021,Antioquia,11
Hirundo rustica,6.0,3.881371,-76.3509,2021-02-02,2,2,2021,Valle del Cauca,5
Cardellina canadensis,1.0,5.599938,-75.85688,2021-02-24,24,2,2021,Antioquia,8
Cardellina canadensis,2.0,4.725504,-75.57157,2021-01-04,4,1,2021,Risaralda,1
Cardellina canadensis,1.0,4.569969,-75.676796,2021-03-26,26,3,2021,Quindío,12
Cardellina canadensis,1.0,6.852191,-73.37682,2021-04-04,4,4,2021,Santander,14
Cardellina canadensis,1.0,5.121639,-75.951904,2021-01-03,3,1,2021,Risaralda,1
Cardellina canadensis,1.0,5.008048,-75.42174,2021-01-20,20,1,2021,Caldas,3
Cardellina canadensis,1.0,4.59545,-74.34113,2021-01-16,16,1,2021,Cundinamarca,2
Vireo flavoviridis,1.0,6.298016,-75.58182,2021-04-06,6,4,2021,Antioquia,14
Cardellina canadensis,1.0,7.146745,-73.340744,2021-04-01,1,4,2021,Santander,13
Hirundo rustica,1.0,10.631234,-75.1782,2021-01-24,24,1,2021,Atlántico,4
Cardellina canadensis,2.0,3.530235,-76.61285,2021-02-10,10,2,2021,Valle del Cauca,6
Cardellina canadensis,1.0,5.599938,-75.85688,2021-02-24,24,2,2021,Antioquia,8
Cardellina canadensis,1.0,3.87943,-76.56044,2021-01-04,4,1,2021,Valle del Cauca,1
Cardellina canadensis,2.0,4.688283,-75.5588,2021-01-15,15,1,2021,Quindío,2
Cardellina canadensis,1.0,4.420126,-74.9694,2021-04-05,5,4,2021,Tolima,14
Hirundo rustica,10.0,8.438526,-75.737724,2021-03-07,7,3,2021,Córdoba,10
Hirundo rustica,9.0,6.012357,-71.36048,2021-03-07,7,3,2021,Casanare,10
Hirundo rustica,7.0,4.415554,-75.84547,2021-01-06,6,1,2021,Quindío,1
Cardellina canadensis,1.0,5.789457,-73.54986,2021-03-20,20,3,2021,Boyacá,11
Cardellina canadensis,1.0,5.369036,-75.89205,2021-01-21,21,1,2021,Risaralda,3
Cardellina canadensis,1.0,4.558244,-75.32726,2021-02-07,7,2,2021,Tolima,6
Hirundo rustica,4.0,4.843038,-75.81861,2021-04-13,13,4,2021,Risaralda,15
Cardellina canadensis,2.0,5.326629,-74.91964,2021-02-11,11,2,2021,Caldas,6
Cardellina canadensis,2.0,1.818227,-75.6666,2021-01-23,23,1,2021,Caquetá,3
Hirundo rustica,3.0,4.084138,-73.13547,2021-02-19,19,2,2021,Meta,7
Cardellina canadensis,2.0,4.703625,-75.53791,2021-02-02,2,2,2021,Risaralda,5
Cardellina canadensis,0.0,4.606487,-74.30552,2021-01-22,22,1,2021,Cundinamarca,3
Cardellina canadensis,2.0,7.680363,-72.782646,2021-01-12,12,1,2021,Norte de Santander,2
Cardellina canadensis,2.0,3.567615,-76.608665,2021-01-01,1,1,2021,Valle del Cauca,0
Cardellina canadensis,2.0,5.37311,-75.89102,2021-02-01,1,2,2021,Risaralda,5
Cardellina canadensis,1.0,3.888061,-76.6017,2021-01-08,8,1,2021,Valle del Cauca,1
Cardellina canadensis,1.0,4.709442,-75.54968,2021-04-11,11,4,2021,Risaralda,15
Hirundo rustica,2.0,6.112867,-70.92738,2021-02-16,16,2,2021,Casanare,7
Hirundo rustica,3.0,5.441033,-70.89115,2021-03-15,15,3,2021,Casanare,11
Cardellina canadensis,2.0,3.530235,-76.61285,2021-02-10,10,2,2021,Valle del Cauca,6
Cardellina canadensis,2.0,5.047969,-75.49074,2021-02-20,20,2,2021,Caldas,7
Cardellina canadensis,1.0,3.55992,-76.56353,2021-01-01,1,1,2021,Valle del Cauca,0
